Datetime,Close,EMA_12,EMA_26,MACD,MACD_Signal,Hist
2021-02-12 09:30:00-05:00,22.36000061035156,,,,,
2021-02-12 09:45:00-05:00,22.8700008392334,,,,,
2021-02-12 10:00:00-05:00,22.66950035095215,,,,,
2021-02-12 10:15:00-05:00,22.209999084472656,,,,,
2021-02-12 10:30:00-05:00,22.420000076293945,,,,,
2021-02-12 10:45:00-05:00,22.40999984741211,,,,,
2021-02-12 11:00:00-05:00,22.295000076293945,,,,,
2021-02-12 11:15:00-05:00,22.43000030517578,,,,,
2021-02-12 11:30:00-05:00,22.37220001220703,,,,,
2021-02-12 11:45:00-05:00,22.60000038146973,,,,,
2021-02-12 12:00:00-05:00,22.979999542236328,,,,,
2021-02-12 12:15:00-05:00,23.059999465942386,,,,,
2021-02-12 12:30:00-05:00,23.065000534057614,,,,,
2021-02-12 12:45:00-05:00,23.15169906616211,,,,,
2021-02-12 13:00:00-05:00,23.041000366210934,,,,,
2021-02-12 13:15:00-05:00,22.834999084472656,,,,,
2021-02-12 13:30:00-05:00,22.809999465942386,,,,,
2021-02-12 13:45:00-05:00,22.84499931335449,,,,,
2021-02-12 14:00:00-05:00,22.55010032653809,,,,,
2021-02-12 14:15:00-05:00,22.597700119018555,,,,,
2021-02-12 14:30:00-05:00,22.479299545288086,,,,,
2021-02-12 14:45:00-05:00,22.46999931335449,,,,,
2021-02-12 15:00:00-05:00,22.40239906311035,,,,,
2021-02-12 15:15:00-05:00,22.30500030517578,,,,,
2021-02-12 15:30:00-05:00,22.3700008392334,,,,,
2021-02-12 15:45:00-05:00,22.45499992370605,,,,,
2021-02-16 09:30:00-05:00,22.920000076293945,,,,,
2021-02-16 09:45:00-05:00,22.53000068664551,,,,,
2021-02-16 10:00:00-05:00,22.70000076293945,,,,,
2021-02-16 10:15:00-05:00,23.439899444580078,,,,,
2021-02-16 10:30:00-05:00,23.140100479125977,,,,,
2021-02-16 10:45:00-05:00,22.95000076293945,,,,,
2021-02-16 11:00:00-05:00,23.11000061035156,,,,,
2021-02-16 11:15:00-05:00,22.8710994720459,,,,,
2021-02-16 11:30:00-05:00,22.920000076293945,,,,,
2021-02-16 11:45:00-05:00,22.325000762939453,,,,,
2021-02-16 12:00:00-05:00,22.36000061035156,,,,,
2021-02-16 12:15:00-05:00,22.53000068664551,,,,,
2021-02-16 12:30:00-05:00,22.3700008392334,,,,,
2021-02-16 12:45:00-05:00,22.520000457763672,,,,,
2021-02-16 13:00:00-05:00,22.53059959411621,,,,,
2021-02-16 13:15:00-05:00,22.649999618530273,,,,,
2021-02-16 13:30:00-05:00,22.51000022888184,,,,,
2021-02-16 13:45:00-05:00,22.3710994720459,,,,,
2021-02-16 14:00:00-05:00,22.42140007019043,,,,,
2021-02-16 14:15:00-05:00,22.5,,,,,
2021-02-16 14:30:00-05:00,22.479999542236328,,,,,
2021-02-16 14:45:00-05:00,22.698400497436523,,,,,
2021-02-16 15:00:00-05:00,22.58049964904785,,,,,
2021-02-16 15:15:00-05:00,22.6471004486084,,,,,
2021-02-16 15:30:00-05:00,22.399999618530273,,,,,
2021-02-16 15:45:00-05:00,22.479999542236328,,,,,
2021-02-17 09:30:00-05:00,21.440000534057614,,,,,
