Datetime,Close,EMA_12,EMA_26,MACD,MACD_Signal,Hist
2021-11-11 09:30:00-05:00,155.0399932861328,,,,,
2021-11-11 09:45:00-05:00,155.60499572753906,,,,,
2021-11-11 10:00:00-05:00,155.75999450683594,,,,,
2021-11-11 10:15:00-05:00,155.3300018310547,,,,,
2021-11-11 10:30:00-05:00,155.41000366210938,,,,,
2021-11-11 10:45:00-05:00,155.11000061035156,,,,,
2021-11-11 11:00:00-05:00,155.39500427246094,,,,,
2021-11-11 11:15:00-05:00,155.26499938964844,,,,,
2021-11-11 11:30:00-05:00,155.18499755859375,,,,,
2021-11-11 11:45:00-05:00,155.3800048828125,,,,,
2021-11-11 12:00:00-05:00,156.60000610351562,,,,,
2021-11-11 12:15:00-05:00,157.41000366210938,,,,,
2021-11-11 12:30:00-05:00,157.57000732421875,,,,,
2021-11-11 12:45:00-05:00,157.2899932861328,,,,,
2021-11-11 13:00:00-05:00,157.68499755859375,,,,,
2021-11-11 13:15:00-05:00,157.7050018310547,,,,,
2021-11-11 13:30:00-05:00,158.05499267578125,,,,,
2021-11-11 13:45:00-05:00,157.7100067138672,,,,,
2021-11-11 14:00:00-05:00,158.0850067138672,,,,,
2021-11-11 14:15:00-05:00,157.89999389648438,,,,,
2021-11-11 14:30:00-05:00,157.86000061035156,,,,,
2021-11-11 14:45:00-05:00,157.73500061035156,,,,,
2021-11-11 15:00:00-05:00,157.27000427246094,,,,,
2021-11-11 15:15:00-05:00,157.5749969482422,,,,,
2021-11-11 15:30:00-05:00,157.96499633789062,,,,,
2021-11-11 15:45:00-05:00,157.72999572753906,,,,,
2021-11-12 09:30:00-05:00,159.1699981689453,,,,,
2021-11-12 09:45:00-05:00,159.97999572753906,,,,,
2021-11-12 10:00:00-05:00,159.72000122070312,,,,,
2021-11-12 10:15:00-05:00,160.34230041503906,,,,,
2021-11-12 10:30:00-05:00,159.7100067138672,,,,,
2021-11-12 10:45:00-05:00,160.43499755859375,,,,,
2021-11-12 11:00:00-05:00,161.0,,,,,
2021-11-12 11:15:00-05:00,161.27000427246094,,,,,
2021-11-12 11:30:00-05:00,161.58999633789062,,,,,
2021-11-12 11:45:00-05:00,161.52999877929688,,,,,
2021-11-12 12:00:00-05:00,160.72999572753906,,,,,
2021-11-12 12:15:00-05:00,160.7100067138672,,,,,
2021-11-12 12:30:00-05:00,160.67999267578125,,,,,
2021-11-12 12:45:00-05:00,160.38999938964844,,,,,
2021-11-12 13:00:00-05:00,161.1300048828125,,,,,
2021-11-12 13:15:00-05:00,161.02000427246094,,,,,
2021-11-12 13:30:00-05:00,160.9199981689453,,,,,
2021-11-12 13:45:00-05:00,161.02999877929688,,,,,
2021-11-12 14:00:00-05:00,160.91000366210938,,,,,
2021-11-12 14:15:00-05:00,160.97000122070312,,,,,
2021-11-12 14:30:00-05:00,161.26499938964844,,,,,
2021-11-12 14:45:00-05:00,161.22000122070312,,,,,
2021-11-12 15:00:00-05:00,161.2899932861328,,,,,
2021-11-12 15:15:00-05:00,161.3699951171875,,,,,
2021-11-12 15:30:00-05:00,160.61000061035156,,,,,
2021-11-12 15:45:00-05:00,160.55999755859375,,,,,
2021-11-15 09:30:00-05:00,160.8000030517578,,,,,
2021-11-15 09:45:00-05:00,160.8300018310547,,,,,
2021-11-15 10:00:00-05:00,160.3300018310547,,,,,
2021-11-15 10:15:00-05:00,160.82000732421875,,,,,
2021-11-15 10:30:00-05:00,159.60000610351562,,,,,
2021-11-15 10:45:00-05:00,159.3000030517578,,,,,
2021-11-15 11:00:00-05:00,158.61000061035156,,,,,
2021-11-15 11:15:00-05:00,159.1699981689453,,,,,
2021-11-15 11:30:00-05:00,158.36000061035156,,,,,
